날짜,BPS,PER,PBR,EPS,DIV,DPS
2023-06-07,68380,10.74,0.57,3637,1.54,600
2023-06-08,68380,10.79,0.57,3637,1.53,600
2023-06-09,68380,10.81,0.57,3637,1.53,600
2023-06-12,68380,10.71,0.57,3637,1.54,600
2023-06-13,68380,10.83,0.58,3637,1.52,600
2023-06-14,68380,10.57,0.56,3637,1.56,600
2023-06-15,68380,10.53,0.56,3637,1.57,600
2023-06-16,68380,10.61,0.56,3637,1.55,600
2023-06-19,68380,10.98,0.58,3637,1.5,600
2023-06-20,68380,10.89,0.58,3637,1.52,600
2023-06-21,68380,10.83,0.58,3637,1.52,600
2023-06-22,68380,11.03,0.59,3637,1.5,600
2023-06-23,68380,10.56,0.56,3637,1.56,600
2023-06-26,68380,11.22,0.6,3637,1.47,600
2023-06-27,68380,10.75,0.57,3637,1.53,600
2023-06-28,68380,10.59,0.56,3637,1.56,600
2023-06-29,68380,10.38,0.55,3637,1.59,600
2023-06-30,68380,10.48,0.56,3637,1.57,600
2023-07-03,68380,10.65,0.57,3637,1.55,600
2023-07-04,68380,10.42,0.55,3637,1.58,600
2023-07-05,68380,10.13,0.54,3637,1.63,600
2023-07-06,68380,9.75,0.52,3637,1.69,600
2023-07-07,68380,9.53,0.51,3637,1.73,600
2023-07-10,68380,9.86,0.52,3637,1.67,600
2023-07-11,68380,10.04,0.53,3637,1.64,600
2023-07-12,68380,10.06,0.54,3637,1.64,600
2023-07-13,68380,10.16,0.54,3637,1.62,600
2023-07-14,68380,10.31,0.55,3637,1.6,600
2023-07-17,68380,10.72,0.57,3637,1.54,600
2023-07-18,68380,10.31,0.55,3637,1.6,600
2023-07-19,68380,10.3,0.55,3637,1.6,600
2023-07-20,68380,10.28,0.55,3637,1.6,600
2023-07-21,68380,10.37,0.55,3637,1.59,600
2023-07-24,68380,10.39,0.55,3637,1.59,600
2023-07-25,68380,10.38,0.55,3637,1.59,600
2023-07-26,68380,9.94,0.53,3637,1.66,600
2023-07-27,68380,10.24,0.54,3637,1.61,600
2023-07-28,68380,10.17,0.54,3637,1.62,600
2023-07-31,68380,10.28,0.55,3637,1.6,600
2023-08-01,68380,10.39,0.55,3637,1.59,600
2023-08-02,68380,10.13,0.54,3637,1.63,600
2023-08-03,68380,10.08,0.54,3637,1.64,600
2023-08-04,68380,10.04,0.53,3637,1.64,600
2023-08-07,68380,9.91,0.53,3637,1.66,600
