,Open,High,Low,Close,Volume,Adj Close
2019-04-30,389.5,390.75,383.5,386.25,1565.0,386.25
2019-05-01,388.25,393.25,387.25,389.25,855.0,389.25
2019-05-02,392.0,393.25,392.0,393.0,127.0,393.0
2019-05-03,392.75,393.0,392.75,393.0,203.0,393.0
2019-05-06,389.0,395.75,386.25,394.25,25.0,394.25
2019-05-07,395.5,395.5,394.75,394.75,23.0,394.75
2019-05-08,394.5,394.5,394.25,394.25,37.0,394.25
2019-05-09,390.0,390.0,390.0,390.0,92.0,390.0
2019-05-10,379.25,379.25,379.25,379.25,55.0,379.25
2019-05-13,378.25,397.0,378.25,397.0,7.0,397.0
2019-05-14,410.0,414.0,401.75,401.75,30456.0,401.75
2019-05-15,410.0,423.25,401.0,402.0,36448.0,402.0
2019-05-16,401.0,420.0,401.0,416.75,29494.0,416.75
2019-05-17,419.75,425.5,415.5,420.25,28367.0,420.25
2019-05-20,424.75,439.75,424.0,434.5,41600.0,434.5
2019-05-21,442.0,453.0,431.25,436.0,43528.0,436.0
2019-05-22,432.5,440.5,428.25,432.25,33999.0,432.25
2019-05-23,431.5,439.25,421.25,425.25,40864.0,425.25
2019-05-24,424.0,444.0,421.75,442.0,30653.0,442.0
2019-05-28,448.0,463.5,447.25,460.75,39849.0,460.75
2019-05-29,474.75,481.25,450.0,453.25,49359.0,453.25
2019-05-30,451.75,479.5,445.25,479.0,42167.0,479.0
2019-05-31,481.0,490.0,467.5,473.0,55902.0,473.0
2019-06-03,476.5,495.0,473.5,486.75,49915.0,486.75
2019-06-04,493.0,497.0,462.75,468.5,54215.0,468.5
2019-06-05,469.25,469.5,445.0,445.75,34669.0,445.75
2019-06-06,448.25,460.75,440.75,455.25,47619.0,455.25
2019-06-07,456.0,457.25,445.75,449.0,30571.0,449.0
2019-06-10,447.25,454.0,439.0,453.0,34341.0,453.0
2019-06-11,449.0,459.5,441.5,457.5,40462.0,457.5
2019-06-12,458.25,465.25,451.25,462.75,37628.0,462.75
2019-06-13,461.75,472.0,460.5,468.25,32980.0,468.25
2019-06-14,467.75,478.0,466.5,476.25,36090.0,476.25
2019-06-17,476.5,487.0,473.5,475.5,24515.0,475.5
2019-06-18,475.0,476.0,460.25,465.25,29241.0,465.25
2019-06-19,464.5,464.75,452.0,457.5,29405.0,457.5
2019-06-20,456.25,465.25,451.5,460.5,29118.0,460.5
2019-06-21,461.0,462.5,451.0,452.5,22305.0,452.5
2019-06-24,453.0,466.75,450.5,465.5,21071.0,465.5
2019-06-25,467.75,473.5,463.75,465.25,25124.0,465.25
2019-06-26,464.75,470.75,457.75,469.0,23775.0,469.0
2019-06-27,468.0,478.5,463.25,468.0,14853.0,468.0
